1523464151.00000000,42.34973600,-71.06192000
1523464152.00000000,42.34973600,-71.06192000
1523464153.00000000,42.34973600,-71.06192000
1523464154.00000000,42.34973600,-71.06192000
1523464155.00000000,42.34973600,-71.06192000
1523464156.00000000,42.34973600,-71.06192000
1523464157.00000000,42.34973600,-71.06192000
1523464158.00000000,42.34973600,-71.06192000
1523464159.00000000,42.34973600,-71.06192000
1523464160.00000000,42.34973600,-71.06192000
1523464161.00000000,42.34973600,-71.06192000
1523464162.00000000,42.34973600,-71.06192000
1523464163.00000000,42.34973600,-71.06192000
1523464164.00000000,42.34973333,-71.06192000
1523464165.00000000,42.34973067,-71.06192533
1523464166.00000000,42.34973067,-71.06192533
1523464167.00000000,42.34973067,-71.06192533
1523464168.00000000,42.34973067,-71.06192533
1523464169.00000000,42.34973067,-71.06192533
1523464170.00000000,42.34973067,-71.06192533
1523464171.00000000,42.34973067,-71.06192533
1523464172.00000000,42.34973067,-71.06192533
1523464173.00000000,42.34973067,-71.06192533
1523464174.00000000,42.34973067,-71.06192533
1523464175.00000000,42.34973067,-71.06192533
1523464176.00000000,42.34973067,-71.06192533
1523464177.00000000,42.34973067,-71.06192533
1523464178.00000000,42.34973067,-71.06192533
1523464179.00000000,42.34973067,-71.06192533
1523464180.00000000,42.34973067,-71.06192533
1523464181.00000000,42.34973067,-71.06192533
1523464182.00000000,42.34973067,-71.06192533
1523464183.00000000,42.34973067,-71.06192533
1523464184.00000000,42.34973067,-71.06192533
1523464185.00000000,42.34972800,-71.06192533
1523464186.00000000,42.34971733,-71.06193067
1523464187.00000000,42.34970933,-71.06193067
1523464188.00000000,42.34970133,-71.06193600
1523464189.00000000,42.34969867,-71.06193600
1523464190.00000000,42.34969867,-71.06193600
1523464191.00000000,42.34969867,-71.06193600
1523464192.00000000,42.34969867,-71.06193600
1523464193.00000000,42.34969600,-71.06193600
1523464194.00000000,42.34968800,-71.06194133
1523464195.00000000,42.34967733,-71.06193600
1523464196.00000000,42.34966400,-71.06193600
1523464197.00000000,42.34964000,-71.06193067
1523464198.00000000,42.34961067,-71.06193067
1523464199.00000000,42.34957600,-71.06193600
1523464200.00000000,42.34953333,-71.06195200
1523464201.00000000,42.34948800,-71.06196800
1523464202.00000000,42.34944000,-71.06198400
1523464203.00000000,42.34938933,-71.06201067
1523464204.00000000,42.34933067,-71.06203200
1523464205.00000000,42.34926933,-71.06205333
1523464206.00000000,42.34920533,-71.06208000
1523464207.00000000,42.34914400,-71.06210133
1523464208.00000000,42.34908000,-71.06212267
1523464209.00000000,42.34902133,-71.06214400
1523464210.00000000,42.34896533,-71.06217067
1523464211.00000000,42.34890933,-71.06219200
1523464212.00000000,42.34885600,-71.06221333
1523464214.00000000,42.34880267,-71.06222933
1523464215.00000000,42.34874933,-71.06225067
1523464216.00000000,42.34870133,-71.06226667
1523464217.00000000,42.34865867,-71.06228267
1523464218.00000000,42.34861867,-71.06229333
1523464219.00000000,42.34858133,-71.06230933
1523464220.00000000,42.34854400,-71.06232533
1523464221.00000000,42.34851200,-71.06233600
1523464222.00000000,42.34848000,-71.06234667
1523464223.00000000,42.34845067,-71.06235733
1523464224.00000000,42.34842667,-71.06236800
1523464225.00000000,42.34840800,-71.06237333
1523464226.00000000,42.34840267,-71.06237867
1523464227.00000000,42.34840000,-71.06237867
1523464228.00000000,42.34840000,-71.06237867
1523464229.00000000,42.34840000,-71.06237867
1523464230.00000000,42.34840000,-71.06238400
1523464231.00000000,42.34840000,-71.06238400
1523464232.00000000,42.34840000,-71.06238400
1523464233.00000000,42.34839733,-71.06238400
1523464234.00000000,42.34838933,-71.06238933
1523464235.00000000,42.34837867,-71.06238933
1523464236.00000000,42.34836267,-71.06240000
1523464237.00000000,42.34834133,-71.06240533
1523464238.00000000,42.34831733,-71.06241067
1523464239.00000000,42.34828800,-71.06242133
1523464240.00000000,42.34825067,-71.06243200
1523464241.00000000,42.34821067,-71.06243733
1523464242.00000000,42.34816800,-71.06244800
1523464243.00000000,42.34812267,-71.06246400
1523464244.00000000,42.34806933,-71.06248533
1523464245.00000000,42.34801067,-71.06251200
1523464246.00000000,42.34794400,-71.06253867
1523464247.00000000,42.34787200,-71.06257067
1523464248.00000000,42.34779200,-71.06260267
1523464249.00000000,42.34771467,-71.06264000
1523464250.00000000,42.34763200,-71.06267200
1523464251.00000000,42.34754933,-71.06271467
1523464252.00000000,42.34746400,-71.06275200
1523464253.00000000,42.34737600,-71.06279467
1523464254.00000000,42.34729333,-71.06283200
1523464255.00000000,42.34720533,-71.06286933
1523464256.00000000,42.34712000,-71.06290667
1523464257.00000000,42.34702933,-71.06294400
1523464258.00000000,42.34694667,-71.06297600
1523464259.00000000,42.34686933,-71.06300267
1523464260.00000000,42.34679733,-71.06302933
1523464261.00000000,42.34673867,-71.06305067
1523464262.00000000,42.34668267,-71.06307200
1523464263.00000000,42.34663467,-71.06308800
1523464264.00000000,42.34659200,-71.06309867
