time,Speed (m/s)
1523467253,0
1523467253,0
1523467253,0
1523467253,0
1523467253,0
1523467253,0
1523467253,0
1523467253,0
1523467253,0
1523467253,0
1523467253,0
1523467253,0
1523467253,0
1523467253,0
1523467253,0
1523467253,0
1523467253,0
1523467253,0
1523467253,0
1523467254,0
1523467254,0
1523467254,0
1523467254,0
1523467254,0
1523467254,0
1523467254,0
1523467254,0
1523467254,0
1523467254,0
1523467254,0
1523467254,0
1523467254,0
1523467254,0
1523467254,0
1523467254,0
1523467254,0
1523467254,0
1523467254,0
1523467254,0
1523467254,0
1523467254,0
1523467254,0
1523467254,0
1523467254,0
1523467254,0
1523467254,0
1523467254,0
1523467254,0
1523467254,0
1523467254,0
1523467254,0
1523467254,0
1523467254,0
1523467254,0
1523467254,0
1523467254,0
1523467254,0
1523467254,0
1523467254,0
1523467254,0
1523467254,0
1523467254,0
1523467254,0
1523467254,0
1523467254,0
1523467254,0
1523467254,0
1523467254,0
1523467254,0
1523467255,0
1523467255,0
1523467255,0
1523467255,0
1523467255,0
1523467255,0
1523467255,0
1523467255,0
1523467255,0
1523467255,0
1523467255,0
1523467255,0
1523467255,0
1523467255,0
1523467255,0
1523467255,0
1523467255,0
1523467255,0
1523467255,0
1523467255,0
1523467255,0
1523467255,0
1523467255,0
1523467255,0
1523467255,0
1523467255,0
1523467255,0
1523467255,0
1523467255,0
1523467255,0
1523467255,0
1523467255,0
1523467255,0
1523467255,0
1523467255,0
1523467255,0
1523467255,0
1523467255,0
1523467255,0
1523467255,0
1523467255,0
1523467255,0
1523467255,0
1523467255,0
1523467255,0
1523467255,0
1523467255,0
1523467255,0
1523467255,0
1523467255,0
1523467256,0
1523467256,0
1523467256,0
1523467256,0
1523467256,0
1523467256,0
1523467256,0
1523467256,0
1523467256,0
1523467256,0
1523467256,0
1523467256,0
1523467256,0
1523467256,0
1523467256,0
1523467256,0
1523467256,0
1523467256,0
1523467256,0
1523467256,0
1523467256,0
1523467256,0
1523467256,0
1523467256,0
1523467256,0
1523467256,0
1523467256,0
1523467256,0
1523467256,0
1523467256,0
1523467256,0
1523467256,0
1523467256,0
1523467256,0
1523467256,0
1523467256,0
1523467256,0
1523467256,0
1523467256,0
1523467256,0
1523467256,0
1523467256,0
1523467256,0
1523467256,0
1523467256,0
1523467256,0
1523467256,0
1523467256,0
1523467256,0
1523467256,0
1523467257,0
1523467257,0
1523467257,0
1523467257,0
1523467257,0
1523467257,0
1523467257,0
1523467257,0
1523467257,0
1523467257,0
1523467257,0
1523467257,0
1523467257,0
1523467257,0
1523467257,0
1523467257,0
1523467257,0
1523467257,0
1523467257,0
1523467257,0
1523467257,0
1523467257,0
1523467257,0
1523467257,0
1523467257,0
1523467257,0
1523467257,0
1523467257,0
1523467257,0
1523467257,0
1523467257,0
1523467257,0
1523467257,0
1523467257,0
1523467257,0
1523467257,0
1523467257,0
1523467257,0
1523467257,0
1523467257,0
1523467257,0
1523467257,0
1523467257,0
1523467257,0
1523467257,0
1523467257,0
1523467257,0
1523467257,0
1523467257,0
1523467257,0
1523467258,0
1523467258,0
1523467258,0
1523467258,0
1523467258,0
1523467258,0
1523467258,0
1523467258,0
1523467258,0
1523467258,0
1523467258,0
1523467258,0
1523467258,0
1523467258,0
1523467258,0
1523467258,0
1523467258,0
1523467258,0
1523467258,0
1523467258,0
1523467258,0
1523467258,0
1523467258,0
1523467258,0
1523467258,0
1523467258,0
1523467258,0
1523467258,0
1523467258,0
1523467258,0
1523467258,0
1523467258,0
1523467258,0
1523467258,0
1523467258,0
1523467258,0
1523467258,0
1523467258,0
1523467258,0
1523467258,0
1523467258,0
1523467258,0
1523467258,0
1523467258,0
1523467258,0
1523467258,0
1523467258,0
1523467258,0
1523467258,0
1523467258,0
1523467259,0
1523467259,0
1523467259,0
1523467259,0
1523467259,0
1523467259,0
1523467259,0
1523467259,0
1523467259,0
1523467259,0
1523467259,0
1523467259,0
1523467259,0
1523467259,0
1523467259,0
1523467259,0
1523467259,0
1523467259,0
1523467259,0
1523467259,0
1523467259,0
1523467259,0
1523467259,0
1523467259,0
1523467259,0
1523467259,0
1523467259,0
1523467259,0
1523467259,0
1523467259,0
1523467259,0
1523467259,0
1523467259,0
1523467259,0
1523467259,0
1523467259,0
1523467259,0
1523467259,0
1523467259,0
1523467259,0
1523467259,0
1523467259,0
1523467259,0
1523467259,0
1523467259,0
1523467259,0
1523467259,0
1523467259,0
1523467259,0
1523467259,0
1523467260,0
1523467260,0
1523467260,0
1523467260,0
1523467260,0
1523467260,0
1523467260,0
1523467260,0
1523467260,0
1523467260,0
1523467260,0
1523467260,0
1523467260,0
1523467260,0
1523467260,0
1523467260,0
1523467260,0
1523467260,0
1523467260,0
1523467260,0
1523467260,0
1523467260,0
1523467260,0
1523467260,0
1523467260,0
1523467260,0
1523467260,0
1523467260,0
1523467260,0
1523467260,0
1523467260,0
1523467260,0
1523467260,0
1523467260,0
1523467260,0
1523467260,0
1523467260,0
1523467260,0
1523467260,0
1523467260,0
1523467260,0
1523467260,0
1523467260,0
1523467260,0
1523467260,0
1523467260,0
1523467260,0
1523467260,0
1523467260,0
1523467260,0
1523467261,0
1523467261,0
1523467261,0
1523467261,0
1523467261,0
1523467261,0
1523467261,0
1523467261,0
1523467261,0
1523467261,0
1523467261,0
1523467261,0
1523467261,0
1523467261,0
1523467261,0
1523467261,0
1523467261,0
1523467261,0
1523467261,0
1523467261,0
1523467261,0
1523467261,0
1523467261,0
1523467261,0
1523467261,0
1523467261,0
1523467261,0
1523467261,0
1523467261,0
1523467261,0
1523467261,0
1523467261,0
1523467261,0
1523467261,0
1523467261,0
1523467261,0
1523467261,0
1523467261,0
1523467261,0
1523467261,0
1523467261,0
1523467261,0
1523467261,0
1523467261,0
1523467261,0
1523467261,0
1523467261,0
1523467261,0
1523467261,0
1523467261,0
1523467262,0
1523467262,0
1523467262,0
1523467262,0
1523467262,0
1523467262,0
1523467262,0
1523467262,0
1523467262,0
1523467262,0
1523467262,0
1523467262,0
1523467262,0
1523467262,0
1523467262,0
1523467262,0
1523467262,0
1523467262,0
1523467262,0
1523467262,0
1523467262,0
1523467262,0
1523467262,0
1523467262,0
1523467262,0
1523467262,0
1523467262,0
1523467262,0
1523467262,0
1523467262,0
1523467262,0
1523467262,0
1523467262,0
1523467262,0
1523467262,0
1523467262,0
1523467262,0
1523467262,0
1523467262,0
1523467262,0
1523467262,0
1523467262,0
1523467262,0
1523467262,0
1523467262,0
1523467262,0
1523467262,0
1523467262,0
1523467262,0
1523467262,0
1523467263,0
1523467263,0
1523467263,0
1523467263,0
1523467263,0
1523467263,0
1523467263,0
1523467263,0
1523467263,0
1523467263,0
1523467263,0
1523467263,0
1523467263,0
1523467263,0
1523467263,0
1523467263,0
1523467263,0
1523467263,0
1523467263,0
1523467263,0
1523467263,0
1523467263,0
1523467263,0
1523467263,0
1523467263,0
1523467263,0
1523467263,0
1523467263,0
1523467263,0
1523467263,0
1523467263,0
1523467263,0
1523467263,0
1523467263,0
1523467263,0
1523467263,0
1523467263,0
1523467263,0
1523467263,0
1523467263,0
1523467263,0
1523467263,0
1523467263,0
1523467263,0
1523467263,0
1523467263,0
1523467263,0
1523467263,0
1523467263,0
1523467264,0
1523467264,0
1523467264,0
1523467264,0
1523467264,0
1523467264,0
1523467264,0
1523467264,0
1523467264,0
1523467264,0
1523467264,0
1523467264,0
1523467264,0
1523467264,0
1523467264,0
1523467264,0
1523467264,0
1523467264,0
1523467264,0
1523467264,0
1523467264,0
1523467264,0
1523467264,0
1523467264,0
1523467264,0
1523467264,0
1523467264,0
1523467264,0
1523467264,0
1523467264,0
1523467264,0
1523467264,0
1523467264,0
1523467264,0
1523467264,0
1523467264,0
1523467264,0
1523467264,0
1523467264,0
1523467264,0
1523467264,0
1523467264,0
1523467264,0
1523467264,0
1523467264,0
1523467264,0
1523467264,0
1523467264,0
1523467264,0
1523467264,0
1523467265,0
1523467265,0
1523467265,0
1523467265,0
1523467265,0
1523467265,0
1523467265,0
1523467265,0
1523467265,0
1523467265,0
1523467265,0
1523467265,0
1523467265,0
1523467265,0
1523467265,0
1523467265,0
1523467265,0
1523467265,0
1523467265,0
1523467265,0
1523467265,0
1523467265,0
1523467265,0
1523467265,0
1523467265,0
1523467265,0
1523467265,0
1523467265,0
1523467265,0
1523467265,0
1523467265,0
1523467265,0
1523467265,0
1523467265,0
1523467265,0
1523467265,0
1523467265,0
1523467265,0
1523467265,0
1523467265,0
1523467265,0
1523467265,0
1523467265,0
1523467265,0
1523467265,0
1523467265,0
1523467265,0
1523467265,0
1523467265,0
1523467265,0
1523467266,0
1523467266,0
1523467266,0
1523467266,0
1523467266,0
1523467266,0
1523467266,0
1523467266,0
1523467266,0
1523467266,0
1523467266,0
1523467266,0
1523467266,0
1523467266,0
1523467266,0
1523467266,0
1523467266,0
1523467266,0
1523467266,0
1523467266,0
1523467266,0
1523467266,0
1523467266,0
1523467266,0
1523467266,0
1523467266,0
1523467266,0
1523467266,0
1523467266,0
1523467266,0
1523467266,0
1523467266,0
1523467266,0
1523467266,0
1523467266,0
1523467266,0
1523467266,0
1523467266,0
1523467266,0
1523467266,0
1523467266,0
1523467266,0
1523467266,0
1523467266,0
1523467266,0
1523467266,0
1523467266,0
1523467266,0
1523467266,0
1523467266,0
1523467267,0
1523467267,0
1523467267,0
1523467267,0
1523467267,0
1523467267,0
1523467267,0
1523467267,0
1523467267,0
1523467267,0
1523467267,0
1523467267,0
1523467267,0
1523467267,0
1523467267,0
1523467267,0
1523467267,0
1523467267,0
1523467267,0
1523467267,0
1523467267,0
1523467267,0
1523467267,0
1523467267,0
1523467267,0
1523467267,0
1523467267,0
1523467267,0
1523467267,0
1523467267,0
1523467267,0
1523467267,0
1523467267,0
1523467267,0
1523467267,0
1523467267,0
1523467267,0
1523467267,0
1523467267,0
1523467267,0
1523467267,0
1523467267,0
1523467267,0
1523467267,0
1523467267,0
1523467267,0
1523467267,0
1523467267,0
1523467267,0
1523467267,0
1523467268,0
1523467268,0
1523467268,0
1523467268,0
1523467268,0
1523467268,0
1523467268,0
1523467268,0
1523467268,0
1523467268,0
1523467268,0
1523467268,0
1523467268,0
1523467268,0
1523467268,0
1523467268,0
1523467268,0
1523467268,0
1523467268,0
1523467268,0
1523467268,0
1523467268,0
1523467268,0
1523467268,0
1523467268,0
1523467268,0
1523467268,0
1523467268,0
1523467268,0
1523467268,0
1523467268,0
1523467268,0
1523467268,0
1523467268,0
1523467268,0
1523467268,0
1523467268,0
1523467268,0
1523467268,0
1523467268,0
1523467268,0
1523467268,0
1523467268,0
1523467268,0
1523467268,0
1523467268,0
1523467268,0
1523467268,0
1523467268,0
1523467268,0
1523467269,0
1523467269,0
1523467269,0
1523467269,0
1523467269,0
1523467269,0
1523467269,0
1523467269,0
1523467269,0
1523467269,0
1523467269,0
1523467269,0
1523467269,0
1523467269,0
1523467269,0
1523467269,0
1523467269,0
1523467269,0
1523467269,0
1523467269,0
1523467269,0
1523467269,0
1523467269,0
1523467269,0
1523467269,0
1523467269,0
1523467269,0
1523467269,0
1523467269,0
1523467269,0
1523467269,0
1523467269,0
1523467269,0
1523467269,0
1523467269,0
1523467269,0
1523467269,0
1523467269,0
1523467269,0
1523467269,0
1523467269,0
1523467269,0
1523467269,0
1523467269,0
1523467269,0
1523467269,0
1523467269,0
1523467269,0
1523467269,0
1523467269,0
1523467270,0
1523467270,0
1523467270,0
1523467270,0
1523467270,0
1523467270,0
1523467270,0
1523467270,0
1523467270,0
1523467270,0
1523467270,0
1523467270,0
1523467270,0
1523467270,0
1523467270,0
1523467270,0
1523467270,0
1523467270,0
1523467270,0
1523467270,0
1523467270,0
1523467270,0
1523467270,0
1523467270,0
1523467270,0
1523467270,0
1523467270,0
1523467270,0
1523467270,0
1523467270,0
1523467270,0
1523467270,0
1523467270,0
1523467270,0
1523467270,0
1523467270,0
1523467270,0
1523467270,0
1523467270,0
1523467270,0
1523467270,0
1523467270,0
1523467270,0
1523467270,0
1523467270,0
1523467270,0
1523467270,0
1523467270,0
1523467270,0
1523467270,0
1523467271,0
1523467271,0
1523467271,0
1523467271,0
1523467271,0
1523467271,0
1523467271,0
1523467271,0
1523467271,0
1523467271,0
1523467271,0
1523467271,0
1523467271,0
1523467271,0
1523467271,0
1523467271,0
1523467271,0
1523467271,0
1523467271,0
1523467271,0
1523467271,0
1523467271,0
1523467271,0
1523467271,0
1523467271,0
1523467271,0
1523467271,0
1523467271,0
1523467271,0
1523467271,0
1523467271,0
1523467271,0
1523467271,0
1523467271,0
1523467271,0
1523467271,0
1523467271,0
1523467271,0
1523467271,0
1523467271,0
1523467271,0
1523467271,0
1523467271,0
1523467271,0
1523467271,0
1523467271,0
1523467271,0
1523467271,0
1523467271,0
1523467271,0
1523467272,0
1523467272,0
1523467272,0
1523467272,0
1523467272,0
1523467272,0
1523467272,0
1523467272,0
1523467272,0
1523467272,0
1523467272,0
1523467272,0
1523467272,0
1523467272,0
1523467272,0
1523467272,0
1523467272,0
1523467272,0
1523467272,0
1523467272,0
1523467272,0
1523467272,0
1523467272,0
1523467272,0
1523467272,0
1523467272,0
1523467272,0
1523467272,0
1523467272,0
1523467272,0
1523467272,0
1523467272,0
1523467272,0
1523467272,0
1523467272,0
1523467272,0
1523467272,0
1523467272,0
1523467272,0
1523467272,0
1523467272,0
1523467272,0
1523467272,0
1523467272,0
1523467272,0
1523467272,0
1523467272,0
1523467272,0
1523467272,0
1523467272,0
1523467273,0
1523467273,0
1523467273,0
1523467273,0
1523467273,0
1523467273,0
1523467273,0
1523467273,0
1523467273,0
1523467273,0
1523467273,0
1523467273,0
1523467273,0
1523467273,0
1523467273,0
1523467273,0
1523467273,0
1523467273,0
1523467273,0
1523467273,0
1523467273,0
1523467273,0
1523467273,0
1523467273,0
1523467273,0
1523467273,0
1523467273,0
1523467273,0
1523467273,0
1523467273,0
1523467273,0
1523467273,0
1523467273,0
1523467273,0
1523467273,0
1523467273,0
1523467273,0
1523467273,0
1523467273,0
1523467273,0
1523467273,0
1523467273,0
1523467273,0
1523467273,0
1523467273,0
1523467273,0
1523467273,0
1523467273,0
1523467273,0
1523467273,0
1523467274,0
1523467274,0
1523467274,0
1523467274,0
1523467274,0
1523467274,0
1523467274,0
1523467274,0
1523467274,0
1523467274,0
1523467274,0
1523467274,0
1523467274,0
1523467274,0
1523467274,0
1523467274,0
1523467274,0
1523467274,0
1523467274,0
1523467274,0
1523467274,0
1523467274,0
1523467274,0
1523467274,0
1523467274,0
1523467274,0
1523467274,0
1523467274,0
1523467274,0
1523467274,0
1523467274,0
1523467274,0
1523467274,0
1523467274,0
1523467274,0
1523467274,0
1523467274,0
1523467274,0
1523467274,0
1523467274,0
1523467274,0
1523467274,0
1523467274,0
1523467274,0
1523467274,0
1523467274,0
1523467274,0
1523467274,0
1523467274,0
1523467274,0
1523467275,0
1523467275,0
1523467275,0
1523467275,0
1523467275,0
1523467275,0
1523467275,0
1523467275,0
1523467275,0
1523467275,0
1523467275,0
1523467275,0
1523467275,0
1523467275,0
1523467275,0
1523467275,0
1523467275,0
1523467275,0
1523467275,0
1523467275,0
1523467275,0
1523467275,0
1523467275,0
1523467275,0
1523467275,0
1523467275,0
1523467275,0
1523467275,0
1523467275,0
1523467275,0
1523467275,0
1523467275,0
1523467275,0
1523467275,0
1523467275,0
1523467275,0
1523467275,0
1523467275,0
1523467275,0
1523467275,0
1523467275,0
1523467275,0
1523467275,0
1523467275,0
1523467275,0
1523467275,0
1523467275,0
1523467275,0
1523467275,0
1523467276,0
1523467276,0
1523467276,0
1523467276,0
1523467276,0
1523467276,0
1523467276,0
1523467276,0
1523467276,0
1523467276,0
1523467276,0
1523467276,0
1523467276,0
1523467276,0
1523467276,0
1523467276,0
1523467276,0
1523467276,0
1523467276,0
1523467276,0
1523467276,0
1523467276,0
1523467276,0
1523467276,0
1523467276,0
1523467276,0
1523467276,0
1523467276,0
1523467276,0
1523467276,0
1523467276,0
1523467276,0
1523467276,0
1523467276,0
1523467276,0
1523467276,0
1523467276,0
1523467276,0
1523467276,0
1523467276,0
1523467276,0
1523467276,0
1523467276,0
1523467276,0
1523467276,0
1523467276,0
1523467276,0
1523467276,0
1523467276,0
1523467276,0
1523467277,0
1523467277,0
1523467277,0
1523467277,0
1523467277,0
1523467277,0
1523467277,0
1523467277,0
1523467277,0
1523467277,0
1523467277,0
1523467277,0
1523467277,0
1523467277,0
1523467277,0
1523467277,0
1523467277,0
1523467277,0
1523467277,0
1523467277,0
1523467277,0
1523467277,0
1523467277,0
1523467277,0
1523467277,0
1523467277,0
1523467277,0
1523467277,0
1523467277,0
1523467277,0
1523467277,0
1523467277,0
1523467277,0
1523467277,0
1523467277,0
1523467277,0
1523467277,0
1523467277,0
1523467277,0
1523467277,0
1523467277,0
1523467277,0
1523467277,0
1523467277,0
1523467277,0
1523467277,0
1523467277,0
1523467277,0
1523467277,0
1523467277,0
1523467278,0
1523467278,0
1523467278,0
1523467278,0
1523467278,0
1523467278,0
1523467278,0
1523467278,0
1523467278,0
1523467278,0
1523467278,0
1523467278,0
1523467278,0
1523467278,0
1523467278,0
1523467278,0
1523467278,0
1523467278,0
1523467278,0
1523467278,0
1523467278,0
1523467278,0
1523467278,0
1523467278,0
1523467278,0
1523467278,0
1523467278,0
1523467278,0
1523467278,0
1523467278,0
1523467278,0
1523467278,0
1523467278,0
1523467278,0
1523467278,0
1523467278,0
1523467278,0
1523467278,0
1523467278,0
1523467278,0
1523467278,0
1523467278,0
1523467278,0
1523467278,0
1523467278,0
1523467278,0
1523467278,0
1523467278,0
1523467278,0
1523467278,0
1523467279,0
1523467279,0
1523467279,0
1523467279,0
1523467279,0
1523467279,0
1523467279,0
1523467279,0
1523467279,0
1523467279,0
1523467279,0
1523467279,0
1523467279,0
1523467279,0
1523467279,0
1523467279,0
1523467279,0
1523467279,0
1523467279,0
1523467279,0
1523467279,0
1523467279,0
1523467279,0
1523467279,0
1523467279,0
1523467279,0
1523467279,0
1523467279,0
1523467279,0
1523467279,0
1523467279,0
1523467279,0
1523467279,0
1523467279,0
1523467279,0
1523467279,0
1523467279,0
1523467279,0
1523467279,0
1523467279,0
1523467279,0
1523467279,0
1523467279,0
1523467279,0
1523467279,0
1523467279,0
1523467279,0
1523467279,0
1523467279,0
1523467279,0
1523467280,0
1523467280,0
1523467280,0
1523467280,0
1523467280,0
1523467280,0
1523467280,0
1523467280,0
1523467280,0
1523467280,0
1523467280,0
1523467280,0
1523467280,0
1523467280,0
1523467280,0
1523467280,0
1523467280,0
1523467280,0
1523467280,0
1523467280,0
1523467280,0
1523467280,0
1523467280,0
1523467280,0
1523467280,0
1523467280,0
1523467280,0
1523467280,0
1523467280,0
1523467280,0
1523467280,0
1523467280,0
1523467280,0
1523467280,0
1523467280,0
1523467280,0
1523467280,0
1523467280,0
1523467280,0
1523467280,0
1523467280,0
1523467280,0
1523467280,0
1523467280,0
1523467280,0
1523467280,0
1523467280,0
1523467280,0
1523467280,0
1523467280,0
1523467281,0
1523467281,0
1523467281,0
1523467281,0
1523467281,0
1523467281,0
1523467281,0
1523467281,0
1523467281,0
1523467281,0
1523467281,0
1523467281,0
1523467281,0
1523467281,0
1523467281,0
1523467281,0
1523467281,0
1523467281,0
1523467281,0
1523467281,0
1523467281,0
1523467281,0
1523467281,0
1523467281,0
1523467281,0
1523467281,0
1523467281,0
1523467281,0
1523467281,0
1523467281,0
1523467281,0
1523467281,0
1523467281,0
1523467281,0
1523467281,0
1523467281,0
1523467281,0
1523467281,0
1523467281,0
1523467281,0
1523467281,0
1523467281,0
1523467281,0
1523467281,0
1523467281,0
1523467281,0
1523467281,0
1523467281,0
1523467281,0
1523467281,0
1523467282,0
1523467282,0
1523467282,0
1523467282,0
1523467282,0
1523467282,0
1523467282,0
1523467282,0
1523467282,0
1523467282,0
1523467282,0
1523467282,0
1523467282,0
1523467282,0
1523467282,0
1523467282,0
1523467282,0
1523467282,0
1523467282,0
1523467282,0
1523467282,0
1523467282,0
1523467282,0
1523467282,0
1523467282,0
1523467282,0
1523467282,0
1523467282,0
1523467282,0
1523467282,0
1523467282,0
1523467282,0
1523467282,0
1523467282,0
1523467282,0
1523467282,0
1523467282,0
1523467282,0
1523467282,0
1523467282,0
1523467282,0
1523467282,0
1523467282,0
1523467282,0
1523467282,0
1523467282,0
1523467282,0
1523467282,0
1523467282,0
1523467282,0
1523467283,0
1523467283,0
1523467283,0
1523467283,0
1523467283,0
1523467283,0
1523467283,0
1523467283,0
1523467283,0
1523467283,0
1523467283,0
1523467283,0
1523467283,0
1523467283,0
1523467283,0
1523467283,0
1523467283,0
1523467283,0
1523467283,0
1523467283,0
1523467283,0
1523467283,0
1523467283,0
1523467283,0
1523467283,0
1523467283,0
1523467283,0
1523467283,0
1523467283,0
1523467283,0
1523467283,0
1523467283,0
1523467283,0
1523467283,0
1523467283,0
1523467283,0
1523467283,0
1523467283,0
1523467283,0
1523467283,0
1523467283,0
1523467283,0
1523467283,0
1523467283,0
1523467283,0
1523467283,0
1523467283,0
1523467283,0
1523467283,0
1523467283,0
1523467284,0
1523467284,0
1523467284,0
1523467284,0
1523467284,0
1523467284,0
1523467284,0
1523467284,0
1523467284,0
1523467284,0
1523467284,0
1523467284,0
1523467284,0
1523467284,0
1523467284,0
1523467284,0
1523467284,0
1523467284,0
1523467284,0
1523467284,0
1523467284,0
1523467284,0
1523467284,0
1523467284,0
1523467284,0
1523467284,0
1523467284,0
1523467284,0
1523467284,0
1523467284,0
1523467284,0
1523467284,0
1523467284,0
1523467284,0
1523467284,0
1523467284,0
1523467284,0
1523467284,0
1523467284,0
1523467284,0
1523467284,0
1523467284,0
1523467284,0
1523467284,0
1523467284,0
1523467284,0
1523467284,0
1523467284,0
1523467284,0
1523467284,0
1523467285,0
1523467285,0
1523467285,0
1523467285,0
1523467285,0
1523467285,0
1523467285,0
1523467285,0
1523467285,0
1523467285,0
1523467285,0
1523467285,0
1523467285,0
1523467285,0
1523467285,0
1523467285,0
1523467285,0
1523467285,0
1523467285,0
1523467285,0
1523467285,0
1523467285,0
1523467285,0
1523467285,0
1523467285,0
1523467285,0
1523467285,0
1523467285,0
1523467285,0
1523467285,0
1523467285,0
1523467285,0
1523467285,0
1523467285,0
1523467285,0
1523467285,0
1523467285,0
1523467285,0
1523467285,0
1523467285,0
1523467285,0
1523467285,0
1523467285,0
1523467285,0
1523467285,0
1523467285,0
1523467285,0
1523467285,0
1523467285,0
1523467285,0
1523467286,0
1523467286,0
1523467286,0
1523467286,0
1523467286,0
1523467286,0
1523467286,0
1523467286,0
1523467286,0
1523467286,0
1523467286,0
1523467286,0
1523467286,0
1523467286,0
1523467286,0
1523467286,0
1523467286,0
1523467286,0
1523467286,0
1523467286,0
1523467286,0
1523467286,0
1523467286,0
1523467286,0
1523467286,0
1523467286,0
1523467286,0
1523467286,0
1523467286,0
1523467286,0
1523467286,0
1523467286,0
1523467286,0
1523467286,0
1523467286,0
1523467286,0
1523467286,0
1523467286,0
1523467286,0
1523467286,0
1523467286,0
1523467286,0
1523467286,0
1523467286,0
1523467286,0
1523467286,0
1523467286,0
1523467286,0
1523467286,0
1523467286,0
1523467287,0
1523467287,0
1523467287,0
1523467287,0
1523467287,0
1523467287,0
1523467287,0
1523467287,0
1523467287,0
1523467287,0
