time,lat(N),lon(E),alt
173240,4221.1643,-7103.4056,7.1
173241,4221.1643,-7103.4056,7
173242,4221.1643,-7103.406,6.7
173243,4221.1638,-7103.4073,6.3
173244,4221.1632,-7103.4096,5.8
173245,4221.1622,-7103.4128,5.4
173246,4221.1612,-7103.4169,4.9
173247,4221.16,-7103.4217,4.4
173248,4221.1604,-7103.4281,3.9
173249,4221.1601,-7103.4343,3.4
173250,4221.1596,-7103.4396,2.8
173251,4221.1589,-7103.4431,2.4
173252,4221.1585,-7103.445,2.2
173253,4221.1584,-7103.4455,2.1
173254,4221.1584,-7103.4454,2.2
173255,4221.1584,-7103.4454,2.2
173256,4221.1584,-7103.4454,2.3
173257,4221.1584,-7103.4454,2.4
173258,4221.1583,-7103.4453,2.4
173259,4221.1583,-7103.4453,2.5
173300,4221.1583,-7103.4452,2.6
173301,4221.1583,-7103.4452,2.6
173302,4221.1583,-7103.4452,2.7
173303,4221.1583,-7103.4452,2.7
173304,4221.1583,-7103.4452,2.7
173305,4221.1583,-7103.4452,2.8
173306,4221.1584,-7103.4452,2.8
173307,4221.1584,-7103.4452,2.8
173308,4221.1583,-7103.4451,2.9
173309,4221.1583,-7103.4451,2.9
173310,4221.1584,-7103.4452,2.7
173311,4221.1582,-7103.4453,2.7
173312,4221.1579,-7103.4457,2.7
173313,4221.1575,-7103.4464,2.7
173314,4221.157,-7103.4474,2.7
173315,4221.1565,-7103.449,2.7
173316,4221.156,-7103.451,2.8
173317,4221.1554,-7103.4532,2.8
173318,4221.1547,-7103.456,2.7
173319,4221.1538,-7103.4594,2.6
173320,4221.1527,-7103.4634,2.5
173321,4221.1513,-7103.4678,2.4
173322,4221.1497,-7103.4728,2.3
173323,4221.1479,-7103.4781,2.3
173324,4221.1458,-7103.4838,2.4
173325,4221.1436,-7103.4891,3.3
173326,4221.1411,-7103.4943,3.9
173327,4221.1376,-7103.499,4.7
173328,4221.1337,-7103.5036,5.8
173329,4221.1303,-7103.5087,6.3
173330,4221.1269,-7103.5136,6.7
173331,4221.1233,-7103.5185,7.1
173332,4221.1194,-7103.5234,7.4
173333,4221.1153,-7103.5281,7.6
173334,4221.1113,-7103.5324,7.8
173335,4221.1072,-7103.5359,8.3
173336,4221.1042,-7103.5394,8.2
173337,4221.1016,-7103.5421,8.2
173338,4221.0994,-7103.544,8.3
173339,4221.0978,-7103.5451,8.6
173340,4221.0967,-7103.5458,8.8
173341,4221.096,-7103.5463,8.8
173342,4221.0957,-7103.5466,8.7
173343,4221.0955,-7103.5463,9
173344,4221.0955,-7103.5463,9
173345,4221.0955,-7103.5463,9
173346,4221.0955,-7103.5463,9
173347,4221.0955,-7103.5463,9
173348,4221.0955,-7103.5463,9
173349,4221.0955,-7103.5463,9
173350,4221.0955,-7103.5463,9
173351,4221.0952,-7103.5461,9.3
173352,4221.0947,-7103.5461,9.5
173353,4221.0941,-7103.5463,9.8
173354,4221.0936,-7103.5464,10
173355,4221.0936,-7103.5465,10
173356,4221.0936,-7103.5465,10
173357,4221.0936,-7103.5465,10.1
173358,4221.0936,-7103.5465,10.1
173359,4221.0936,-7103.5465,10.1
173400,4221.0936,-7103.5465,10.2
173401,4221.0936,-7103.5465,10.2
173402,4221.0936,-7103.5465,10.2
173403,4221.0936,-7103.5465,10.3
173404,4221.0936,-7103.5465,10.3
173405,4221.0936,-7103.5465,10.4
173406,4221.0935,-7103.5463,10.3
173407,4221.0933,-7103.5463,10.3
173408,4221.0928,-7103.5465,10.3
173409,4221.0921,-7103.5469,10.2
173410,4221.0913,-7103.5473,10.2
173411,4221.0904,-7103.5478,10.2
173412,4221.0897,-7103.5481,10
173413,4221.0896,-7103.5482,10.1
173414,4221.0895,-7103.5482,10
173415,4221.0893,-7103.5482,10
173416,4221.089,-7103.5484,10
173417,4221.0886,-7103.5486,10
173418,4221.088,-7103.5489,10
173419,4221.0873,-7103.5493,10
173420,4221.0865,-7103.5497,10.1
173421,4221.0856,-7103.5502,10
173422,4221.0844,-7103.5509,10.1
173423,4221.0828,-7103.5518,10.2
173424,4221.0809,-7103.5528,10.3
173425,4221.0787,-7103.5539,10.5
173426,4221.0763,-7103.5552,10.8
173427,4221.0735,-7103.5565,11
173428,4221.0704,-7103.5579,11.3
173429,4221.0671,-7103.5594,11.3
173430,4221.0639,-7103.5608,11.3
173431,4221.061,-7103.5621,11.3
173432,4221.0582,-7103.5632,11.4
173433,4221.0556,-7103.5643,11.4
173434,4221.0532,-7103.5653,11.4
173435,4221.0512,-7103.5661,11.4
173436,4221.0499,-7103.5666,11.3
173437,4221.0489,-7103.567,11.3
173438,4221.0482,-7103.5674,11.4
173439,4221.0476,-7103.5678,11.5
173440,4221.0473,-7103.568,11.7
173441,4221.0471,-7103.5682,11.8
173442,4221.0469,-7103.5683,12
173443,4221.0467,-7103.5685,12.1
173444,4221.0465,-7103.5687,12.3
173445,4221.0465,-7103.5687,12.2
173446,4221.0465,-7103.5687,12.2
173447,4221.0465,-7103.5687,12.2
173448,4221.0465,-7103.5687,12.2
173449,4221.0465,-7103.5687,12.3
173450,4221.0465,-7103.5687,12.3
173451,4221.0465,-7103.5687,12.3
173452,4221.0465,-7103.5687,12.3
173453,4221.0465,-7103.5687,12.3
173454,4221.0465,-7103.5687,12.4
173455,4221.0465,-7103.5687,12.5
173456,4221.0465,-7103.5688,12.6
173457,4221.0465,-7103.5688,12.6
173458,4221.0465,-7103.5688,12.7
173459,4221.0465,-7103.5689,12.7
173500,4221.0462,-7103.569,12.8
173501,4221.0459,-7103.5692,12.8
173502,4221.0455,-7103.5694,13
173503,4221.0452,-7103.5695,13.2
173504,4221.0449,-7103.5697,13.3
173505,4221.0446,-7103.5698,13.5
173506,4221.0443,-7103.57,13.6
173507,4221.0442,-7103.5701,13.7
173508,4221.0442,-7103.5701,13.6
173509,4221.0442,-7103.5701,13.6
173510,4221.0442,-7103.5701,13.6
173511,4221.0442,-7103.5701,13.6
173512,4221.0442,-7103.5701,13.6
173513,4221.0442,-7103.5701,13.7
173514,4221.0442,-7103.5701,13.7
173515,4221.0442,-7103.5701,13.7
173516,4221.0442,-7103.5701,13.7
173517,4221.0442,-7103.5701,13.7
173518,4221.0441,-7103.5701,13.7
173519,4221.0438,-7103.5703,13.8
173520,4221.0434,-7103.5705,13.8
173521,4221.0428,-7103.5707,13.9
173522,4221.0421,-7103.571,14
173523,4221.0412,-7103.5713,14.1
173524,4221.0402,-7103.5717,14.2
173525,4221.0392,-7103.5721,14.3
173526,4221.0382,-7103.5726,14.4
173527,4221.0372,-7103.573,14.5
173528,4221.0364,-7103.5734,14.7
173529,4221.0359,-7103.5737,14.9
173530,4221.0353,-7103.574,15
173531,4221.0345,-7103.5744,15
173532,4221.0331,-7103.5752,14.9
173533,4221.0314,-7103.5761,14.9
173534,4221.0302,-7103.5767,15
173535,4221.0295,-7103.577,15.2
173536,4221.0291,-7103.5773,15.3
173537,4221.0286,-7103.5775,15.5
173538,4221.028,-7103.5778,15.4
173539,4221.0271,-7103.5784,15.2
173540,4221.0259,-7103.5792,14.7
173541,4221.0245,-7103.58,14.4
173542,4221.0233,-7103.5807,14.3
173543,4221.0222,-7103.5813,14.2
173544,4221.0213,-7103.5817,14
173545,4221.0203,-7103.5821,13.8
173546,4221.0191,-7103.5826,13.8
173547,4221.0177,-7103.5833,13.8
173548,4221.0162,-7103.5843,13.9
173549,4221.0146,-7103.5856,13.7
173550,4221.0134,-7103.5873,13.5
173551,4221.0128,-7103.5893,13.3
173552,4221.0128,-7103.5918,13.6
173553,4221.0132,-7103.5948,13.6
173554,4221.0138,-7103.5985,14.1
173555,4221.0149,-7103.6033,15
173556,4221.016,-7103.6078,16.1
173557,4221.0166,-7103.6102,16.6
173558,4221.0168,-7103.6115,17.5
173559,4221.0169,-7103.6123,17.7
173600,4221.017,-7103.6131,18
173601,4221.0166,-7103.6143,18.4
173602,4221.0165,-7103.6158,19.2
173603,4221.0169,-7103.6175,19.5
173604,4221.0177,-7103.6207,20
173605,4221.0189,-7103.6247,20.8
173606,4221.0207,-7103.629,21.4
173607,4221.0223,-7103.6339,22.2
173608,4221.0242,-7103.6387,22.6
173609,4221.0257,-7103.644,22.9
173610,4221.0275,-7103.6493,22.1
173611,4221.0288,-7103.6548,21.8
173612,4221.03,-7103.6604,21.6
173613,4221.0315,-7103.6658,21.4
173614,4221.0333,-7103.671,21.3
173615,4221.0348,-7103.6759,21.3
173616,4221.036,-7103.6804,21.3
173617,4221.0367,-7103.6838,21.5
173618,4221.0371,-7103.686,21.8
173619,4221.0374,-7103.6874,22
173620,4221.0375,-7103.6886,22.2
173621,4221.0376,-7103.69,22.4
173622,4221.0376,-7103.6915,22.5
173623,4221.0374,-7103.6932,22.3
173624,4221.0367,-7103.6949,22
173625,4221.0356,-7103.6961,21.9
173626,4221.034,-7103.697,21.9
173627,4221.032,-7103.698,21.8
173628,4221.0292,-7103.6992,21.9
173629,4221.0258,-7103.7008,21.6
173630,4221.0225,-7103.7027,21.1
173631,4221.019,-7103.7043,20.8
173632,4221.0149,-7103.7049,20.9
173633,4221.0112,-7103.7056,21.1
173634,4221.0084,-7103.7069,21.3
173635,4221.0045,-7103.7071,21.7
173636,4221.0012,-7103.708,21.2
173637,4220.9985,-7103.7089,20.6
173638,4220.996,-7103.7093,20.6
173639,4220.994,-7103.7103,20.9
173640,4220.9922,-7103.711,20.9
173641,4220.9904,-7103.7118,20.4
173642,4220.9887,-7103.7126,19.8
173643,4220.9869,-7103.713,19.3
173644,4220.9855,-7103.713,18.5
173645,4220.9849,-7103.7135,17.9
173646,4220.9849,-7103.7136,18.3
173647,4220.9849,-7103.7137,18.4
173648,4220.9849,-7103.7138,18.6
173649,4220.9849,-7103.7139,18.7
173650,4220.985,-7103.714,18.8
173651,4220.985,-7103.7141,18.9
173652,4220.985,-7103.7142,19
173653,4220.985,-7103.7142,19.1
173654,4220.985,-7103.7143,19.3
