time,lat(N),lon(E),alt
164054,4223.5967,-7104.8406,12.9
164055,4223.5929,-7104.8396,13
164056,4223.5892,-7104.8386,12.9
164057,4223.5856,-7104.8377,12.9
164058,4223.5822,-7104.8368,12.8
164059,4223.5789,-7104.8358,12.7
164100,4223.5756,-7104.8349,12.6
164101,4223.5722,-7104.8339,12.5
164102,4223.5684,-7104.8327,12.4
164103,4223.5639,-7104.8314,12.4
164104,4223.5589,-7104.83,12.4
164105,4223.5535,-7104.8285,12.4
164106,4223.5479,-7104.8269,12.3
164107,4223.5423,-7104.8253,12.1
164108,4223.5365,-7104.8237,11.9
164109,4223.5307,-7104.822,11.7
164110,4223.525,-7104.8203,11.5
164111,4223.5193,-7104.8185,11.4
164112,4223.5137,-7104.8168,11.2
164113,4223.508,-7104.8154,11.1
164114,4223.5025,-7104.8142,10.9
164115,4223.4977,-7104.8133,10.8
164116,4223.4938,-7104.8125,10.7
164117,4223.4909,-7104.8119,10.6
164118,4223.4888,-7104.8114,10.6
164119,4223.4874,-7104.811,10.5
164120,4223.4867,-7104.8109,10.5
164121,4223.4865,-7104.8108,10.4
164122,4223.4865,-7104.8108,10.4
164123,4223.4865,-7104.8108,10.4
164124,4223.4865,-7104.8108,10.4
164125,4223.4865,-7104.8108,10.4
164126,4223.4865,-7104.8108,10.4
164127,4223.4865,-7104.8108,10.4
164128,4223.4865,-7104.8108,10.4
164129,4223.4865,-7104.8108,10.4
164130,4223.4865,-7104.8108,10.4
164131,4223.4865,-7104.8108,10.4
164132,4223.4865,-7104.8108,10.5
164133,4223.4865,-7104.8108,10.5
164134,4223.4865,-7104.8108,10.5
164135,4223.4865,-7104.8108,10.5
164136,4223.4865,-7104.8108,10.5
164137,4223.4865,-7104.8108,10.5
164138,4223.4865,-7104.8108,10.5
164139,4223.4865,-7104.8108,10.5
164140,4223.4865,-7104.8108,10.5
164141,4223.4865,-7104.8108,10.5
164142,4223.4865,-7104.8108,10.5
164143,4223.4865,-7104.8108,10.5
164144,4223.4865,-7104.8108,10.5
164145,4223.4865,-7104.8108,10.5
164146,4223.4865,-7104.8108,10.5
164147,4223.4865,-7104.8108,10.5
164148,4223.4865,-7104.8108,10.5
164149,4223.4865,-7104.8108,10.5
164150,4223.4865,-7104.8108,10.5
164151,4223.4865,-7104.8108,10.5
164152,4223.4865,-7104.8108,10.5
164153,4223.4865,-7104.8108,10.5
164154,4223.4865,-7104.8106,10.6
164155,4223.486,-7104.8103,10.7
164156,4223.4846,-7104.8097,10.8
164157,4223.4826,-7104.8086,10.9
164158,4223.4803,-7104.8074,10.9
164159,4223.4777,-7104.8064,11.2
164200,4223.4748,-7104.8059,11.4
164201,4223.4718,-7104.8065,11.5
164202,4223.4686,-7104.8084,11.7
164203,4223.4655,-7104.8114,11.8
164204,4223.4624,-7104.8154,11.9
164205,4223.459,-7104.8198,11.9
164206,4223.4555,-7104.8244,11.9
164207,4223.4522,-7104.8289,11.8
164208,4223.4489,-7104.8333,11.7
164209,4223.4458,-7104.8375,11.6
164210,4223.4433,-7104.841,11.5
164211,4223.4414,-7104.8436,11.3
164212,4223.4397,-7104.8457,11.3
164213,4223.4378,-7104.8476,11.2
164214,4223.4353,-7104.8486,11
164215,4223.4325,-7104.8483,10.9
164216,4223.4295,-7104.8467,10.8
164217,4223.4264,-7104.844,10.7
164218,4223.4235,-7104.8407,10.8
164219,4223.4208,-7104.8375,10.9
164220,4223.4183,-7104.8344,11
164221,4223.4159,-7104.8315,11
164222,4223.4137,-7104.8289,11
164223,4223.4117,-7104.8264,11
164224,4223.4098,-7104.8241,11
164225,4223.4082,-7104.822,11.1
164226,4223.4066,-7104.8198,11.1
164227,4223.405,-7104.8175,11.1
164228,4223.4032,-7104.8148,11.1
164229,4223.4013,-7104.8119,11.2
164230,4223.3995,-7104.8089,11.2
164231,4223.3979,-7104.8063,11.2
164232,4223.3963,-7104.804,11.3
164233,4223.3943,-7104.802,11.3
164234,4223.392,-7104.8,11.3
164235,4223.3896,-7104.7979,11.3
164236,4223.3872,-7104.7955,11.3
164237,4223.3848,-7104.7929,11.2
164238,4223.3824,-7104.7899,11.3
164239,4223.3799,-7104.7865,11.3
164240,4223.3771,-7104.783,11.3
164241,4223.3744,-7104.7795,11.2
164242,4223.372,-7104.7763,10.9
164243,4223.37,-7104.7736,10.7
164244,4223.3683,-7104.7714,10.5
164245,4223.3669,-7104.7698,10.3
164246,4223.3655,-7104.769,10.3
164247,4223.3642,-7104.7691,10.4
164248,4223.3629,-7104.7702,10.5
164249,4223.3614,-7104.7722,10.6
164250,4223.3596,-7104.7749,10.7
164251,4223.3576,-7104.778,10.8
164252,4223.3554,-7104.7812,10.9
164253,4223.3532,-7104.7842,11
164254,4223.3511,-7104.7869,11.2
164255,4223.3492,-7104.7894,11.3
164256,4223.3477,-7104.7916,11.4
164257,4223.3468,-7104.7937,11.5
164258,4223.3465,-7104.7959,11.5
164259,4223.3469,-7104.7981,11.7
164300,4223.3479,-7104.8003,11.7
164301,4223.3493,-7104.8027,11.7
164302,4223.3511,-7104.8055,11.6
164303,4223.3532,-7104.8086,11.6
164304,4223.3556,-7104.8121,11.5
164305,4223.3582,-7104.8157,11.5
164306,4223.3608,-7104.8192,11.5
164307,4223.3637,-7104.823,11.4
164308,4223.3668,-7104.8271,11.3
164309,4223.3701,-7104.8313,11.2
164310,4223.3733,-7104.8355,11.1
164311,4223.3766,-7104.8397,11
164312,4223.3797,-7104.8437,10.9
164313,4223.3827,-7104.8476,10.9
164314,4223.3856,-7104.8516,10.8
164315,4223.3884,-7104.8555,10.8
164316,4223.3911,-7104.8593,10.8
164317,4223.3938,-7104.8627,10.7
164318,4223.3964,-7104.8654,10.6
164319,4223.3991,-7104.867,10.5
164320,4223.4019,-7104.8674,10.3
164321,4223.4046,-7104.8664,10.2
164322,4223.4072,-7104.8642,10.1
164323,4223.4099,-7104.8612,9.9
164324,4223.4125,-7104.8578,9.8
164325,4223.415,-7104.8543,9.8
164326,4223.4175,-7104.8509,9.8
164327,4223.4197,-7104.8478,9.7
164328,4223.4215,-7104.8451,9.7
164329,4223.4229,-7104.8426,9.6
164330,4223.4236,-7104.84,9.5
164331,4223.4233,-7104.8378,9.6
164332,4223.4222,-7104.836,9.6
164333,4223.4206,-7104.8341,9.6
164334,4223.4186,-7104.8317,9.6
164335,4223.4163,-7104.8289,9.6
164336,4223.4138,-7104.8257,9.6
164337,4223.411,-7104.8221,9.5
164338,4223.4078,-7104.8184,9.4
164339,4223.4045,-7104.8144,9.3
164340,4223.4011,-7104.8104,9.2
164341,4223.3978,-7104.8064,9.1
164342,4223.3944,-7104.8023,9
164343,4223.3908,-7104.7982,9
164344,4223.3873,-7104.7941,8.9
164345,4223.3839,-7104.7902,9
164346,4223.3806,-7104.7866,9
164347,4223.3777,-7104.7833,9.1
164348,4223.3751,-7104.7801,9.1
164349,4223.3727,-7104.7768,9
164350,4223.3704,-7104.7738,8.9
164351,4223.3684,-7104.7712,8.8
164352,4223.3667,-7104.7696,8.8
164353,4223.3654,-7104.7691,8.8
164354,4223.3642,-7104.7695,8.8
164355,4223.3628,-7104.7709,8.7
164356,4223.3611,-7104.7731,8.8
164357,4223.359,-7104.7758,8.9
164358,4223.3568,-7104.7786,9.1
164359,4223.3553,-7104.7806,9.2
164400,4223.3546,-7104.7814,9.2
164401,4223.3542,-7104.7819,9.1
164402,4223.3535,-7104.7827,9.1
164403,4223.3528,-7104.7835,9.1
164404,4223.352,-7104.7846,9.1
164405,4223.351,-7104.7864,9.2
164406,4223.3497,-7104.7886,9.3
164407,4223.3485,-7104.7908,9.3
164408,4223.3475,-7104.7929,9.4
164409,4223.3471,-7104.7953,9.5
164410,4223.3473,-7104.7978,9.5
164411,4223.3483,-7104.8005,9.6
164412,4223.3499,-7104.8035,9.7
164413,4223.3523,-7104.807,9.8
164414,4223.3551,-7104.8111,9.8
164415,4223.3583,-7104.8156,9.8
164416,4223.3619,-7104.8205,9.8
164417,4223.3655,-7104.8254,9.8
164418,4223.3691,-7104.8303,9.7
164419,4223.3727,-7104.8351,9.6
164420,4223.3763,-7104.8399,9.6
164421,4223.38,-7104.8447,9.6
164422,4223.3836,-7104.8494,9.5
164423,4223.387,-7104.854,9.5
164424,4223.3902,-7104.8583,9.6
164425,4223.393,-7104.862,9.5
164426,4223.3956,-7104.865,9.4
164427,4223.3983,-7104.8672,9.3
164428,4223.401,-7104.8681,9.3
164429,4223.4038,-7104.8676,9.2
164430,4223.4065,-7104.866,9.1
164431,4223.4089,-7104.8635,9.1
164432,4223.4112,-7104.8604,9
164433,4223.4133,-7104.8573,9
164434,4223.4153,-7104.8542,9
164435,4223.4172,-7104.8513,9
164436,4223.4191,-7104.8485,8.9
164437,4223.421,-7104.8459,8.8
164438,4223.4225,-7104.8433,8.8
164439,4223.4234,-7104.8406,8.7
164440,4223.4234,-7104.8383,8.9
164441,4223.4224,-7104.8364,9
164442,4223.421,-7104.8347,9.1
164443,4223.4193,-7104.8329,9.1
164444,4223.4177,-7104.831,9.1
164445,4223.4163,-7104.8292,9.2
164446,4223.415,-7104.8276,9.2
164447,4223.4139,-7104.8261,9.2
164448,4223.4128,-7104.8248,9.3
164449,4223.4116,-7104.824,9.3
164450,4223.4104,-7104.8239,9.3
164451,4223.4095,-7104.8242,9.3
164452,4223.4085,-7104.8247,9.4
164453,4223.4077,-7104.8251,9.4
164454,4223.4069,-7104.8254,9.4
164455,4223.4061,-7104.8252,9.3
164456,4223.4054,-7104.8248,9.3
164457,4223.4049,-7104.8243,9.3
164458,4223.4048,-7104.8241,9.4
164459,4223.4048,-7104.8241,9.4
164500,4223.4048,-7104.8241,9.4
164501,4223.4048,-7104.8241,9.4
164502,4223.4048,-7104.8241,9.4
164503,4223.4048,-7104.8241,9.4
164504,4223.4048,-7104.8241,9.4
