Time,speed(m/s)
1523464152,0
1523464152,0
1523464152,0
1523464152,0
1523464152,0
1523464152,0
1523464152,0
1523464152,0
1523464152,0
1523464152,0
1523464152,0
1523464152,0
1523464152,0
1523464152,0
1523464152,0
1523464152,0
1523464152,0
1523464152,0
1523464152,0
1523464152,0
1523464152,0
1523464152,0
1523464152,0
1523464152,0
1523464152,0
1523464152,0
1523464152,0
1523464152,0
1523464152,0
1523464152,0
1523464152,0
1523464152,0
1523464152,0
1523464152,0
1523464152,0
1523464152,0
1523464152,0
1523464152,0
1523464152,0
1523464152,0
1523464152,0
1523464152,0
1523464152,0
1523464152,0
1523464152,0
1523464152,0
1523464152,0
1523464152,0
1523464152,0
1523464152,0
1523464153,0
1523464153,0
1523464153,0
1523464153,0
1523464153,0
1523464153,0
1523464153,0
1523464153,0
1523464153,0
1523464153,0
1523464153,0
1523464153,0
1523464153,0
1523464153,0
1523464153,0
1523464153,0
1523464153,0
1523464153,0
1523464153,0
1523464153,0
1523464153,0
1523464153,0
1523464153,0
1523464153,0
1523464153,0
1523464153,0
1523464153,0
1523464153,0
1523464153,0
1523464153,0
1523464153,0
1523464153,0
1523464153,0
1523464153,0
1523464153,0
1523464153,0
1523464153,0
1523464153,0
1523464153,0
1523464153,0
1523464153,0
1523464153,0
1523464153,0
1523464153,0
1523464153,0
1523464153,0
1523464153,0
1523464153,0
1523464153,0
1523464153,0
1523464154,0
1523464154,0
1523464154,0
1523464154,0
1523464154,0
1523464154,0
1523464154,0
1523464154,0
1523464154,0
1523464154,0
1523464154,0
1523464154,0
1523464154,0
1523464154,0
1523464154,0
1523464154,0
1523464154,0
1523464154,0
1523464154,0
1523464154,0
1523464154,0
1523464154,0
1523464154,0
1523464154,0
1523464154,0
1523464154,0
1523464154,0
1523464154,0
1523464154,0
1523464154,0
1523464154,0
1523464154,0
1523464154,0
1523464154,0
1523464154,0
1523464154,0
1523464154,0
1523464154,0
1523464154,0
1523464154,0
1523464154,0
1523464154,0
1523464154,0
1523464154,0
1523464154,0
1523464154,0
1523464154,0
1523464154,0
1523464154,0
1523464154,0
1523464155,0
1523464155,0
1523464155,0
1523464155,0
1523464155,0
1523464155,0
1523464155,0
1523464155,0
1523464155,0
1523464155,0
1523464155,0
1523464155,0
1523464155,0
1523464155,0
1523464155,0
1523464155,0
1523464155,0
1523464155,0
1523464155,0
1523464155,0
1523464155,0
1523464155,0
1523464155,0
1523464155,0
1523464155,0
1523464155,0
1523464155,0
1523464155,0
1523464155,0
1523464155,0
1523464155,0
1523464155,0
1523464155,0
1523464155,0
1523464155,0
1523464155,0
1523464155,0
1523464155,0
1523464155,0
1523464155,0
1523464155,0
1523464155,0
1523464155,0
1523464155,0
1523464155,0
1523464155,0
1523464155,0
1523464155,0
1523464155,0
1523464155,0
1523464156,0
1523464156,0
1523464156,0
1523464156,0
1523464156,0
1523464156,0
1523464156,0
1523464156,0
1523464156,0
1523464156,0
1523464156,0
1523464156,0
1523464156,0
1523464156,0
1523464156,0
1523464156,0
1523464156,0
1523464156,0
1523464156,0
1523464156,0
1523464156,0
1523464156,0
1523464156,0
1523464156,0
1523464156,0
1523464156,0
1523464156,0
1523464156,0
1523464156,0
1523464156,0
1523464156,0
1523464156,0
1523464156,0
1523464156,0
1523464156,0
1523464156,0
1523464156,0
1523464156,0
1523464156,0
1523464156,0
1523464156,0
1523464156,0
1523464156,0
1523464156,0
1523464156,0
1523464156,0
1523464156,0
1523464156,0
1523464156,0
1523464156,0
1523464157,0
1523464157,0
1523464157,0
1523464157,0
1523464157,0
1523464157,0
1523464157,0
1523464157,0
1523464157,0
1523464157,0
1523464157,0
1523464157,0
1523464157,0
1523464157,0
1523464157,0
1523464157,0
1523464157,0
1523464157,0
1523464157,0
1523464157,0
1523464157,0
1523464157,0
1523464157,0
1523464157,0
1523464157,0
1523464157,0
1523464157,0
1523464157,0
1523464157,0
1523464157,0
1523464157,0
1523464157,0
1523464157,0
1523464157,0
1523464157,0
1523464157,0
1523464157,0
1523464157,0
1523464157,0
1523464157,0
1523464157,0
1523464157,0
1523464157,0
1523464157,0
1523464157,0
1523464157,0
1523464157,0
1523464157,0
1523464157,0
1523464157,0
1523464158,0
1523464158,0
1523464158,0
1523464158,0
1523464158,0
1523464158,0
1523464158,0
1523464158,0
1523464158,0
1523464158,0
1523464158,0
1523464158,0
1523464158,0
1523464158,0
1523464158,0
1523464158,0
1523464158,0
1523464158,0
1523464158,0
1523464158,0
1523464158,0
1523464158,0
1523464158,0
1523464158,0
1523464158,0
1523464158,0
1523464158,0
1523464158,0
1523464158,0
1523464158,0
1523464158,0
1523464158,0
1523464158,0
1523464158,0
1523464158,0
1523464158,0
1523464158,0
1523464158,0
1523464158,0
1523464158,0
1523464158,0
1523464158,0
1523464158,0
1523464158,0
1523464158,0
1523464158,0
1523464158,0
1523464158,0
1523464158,0
1523464159,0
1523464159,0
1523464159,0
1523464159,0
1523464159,0
1523464159,0
1523464159,0
1523464159,0
1523464159,0
1523464159,0
1523464159,0
1523464159,0
1523464159,0
1523464159,0
1523464159,0
1523464159,0
1523464159,0
1523464159,0
1523464159,0
1523464159,0
1523464159,0
1523464159,0
1523464159,0
1523464159,0
1523464159,0
1523464159,0
1523464159,0
1523464159,0
1523464159,0
1523464159,0
1523464159,0
1523464159,0
1523464159,0
1523464159,0
1523464159,0
1523464159,0
1523464159,0
1523464159,0
1523464159,0
1523464159,0
1523464159,0
1523464159,0
1523464159,0
1523464159,0
1523464159,0
1523464159,0
1523464159,0
1523464159,0
1523464159,0
1523464159,0
1523464160,0
1523464160,0
1523464160,0
1523464160,0
1523464160,0
1523464160,0
1523464160,0
1523464160,0
1523464160,0
1523464160,0
1523464160,0
1523464160,0
1523464160,0
1523464160,0
1523464160,0
1523464160,0
1523464160,0
1523464160,0
1523464160,0
1523464160,0
1523464160,0
1523464160,0
1523464160,0
1523464160,0
1523464160,0
1523464160,0
1523464160,0
1523464160,0
1523464160,0
1523464160,0
1523464160,0
1523464160,0
1523464160,0
1523464160,0
1523464160,0
1523464160,0
1523464160,0
1523464160,0
1523464160,0
1523464160,0
1523464160,0
1523464160,0
1523464160,0
1523464160,0
1523464160,0
1523464160,0
1523464160,0
1523464160,0
1523464160,0
1523464160,0
1523464161,0
1523464161,0
1523464161,0
1523464161,0
1523464161,0
1523464161,0
1523464161,0
1523464161,0
1523464161,0
1523464161,0
1523464161,0
1523464161,0
1523464161,0
1523464161,0
1523464161,0
1523464161,0
1523464161,0
1523464161,0
1523464161,0
1523464161,0
1523464161,0
1523464161,0
1523464161,0
1523464161,0
1523464161,0
1523464161,0
1523464161,0
1523464161,0
1523464161,0
1523464161,0
1523464161,0
1523464161,0
1523464161,0
1523464161,0
1523464161,0
1523464161,0
1523464161,0
1523464161,0
1523464161,0
1523464161,0
1523464161,0
1523464161,0
1523464161,0
1523464161,0
1523464161,0
1523464161,0
1523464161,0
1523464161,0
1523464161,0
1523464161,0
1523464162,0
1523464162,0
1523464162,0
1523464162,0
1523464162,0
1523464162,0
1523464162,0
1523464162,0
1523464162,0
1523464162,0
1523464162,0
1523464162,0
1523464162,0
1523464162,0
1523464162,0
1523464162,0
1523464162,0
1523464162,0
1523464162,0
1523464162,0
1523464162,0
1523464162,0
1523464162,0
1523464162,0
1523464162,0
1523464162,0
1523464162,0
1523464162,0
1523464162,0
1523464162,0
1523464162,0
1523464162,0
1523464162,0
1523464162,0
1523464162,0
1523464162,0
1523464162,0
1523464162,0
1523464162,0
1523464162,0
1523464162,0
1523464162,0
1523464162,0
1523464162,0
1523464162,0
1523464162,0
1523464162,0
1523464162,0
1523464162,0
1523464162,0
1523464163,0
1523464163,0
1523464163,0
1523464163,0
1523464163,0
1523464163,0
1523464163,0
1523464163,0
1523464163,0
1523464163,0
1523464163,0
1523464163,0
1523464163,0
1523464163,0
1523464163,0
1523464163,0
1523464163,0
1523464163,0
1523464163,0
1523464163,0
1523464163,0
1523464163,0
1523464163,0
1523464163,0
1523464163,0
1523464163,0
1523464163,0
1523464163,0
1523464163,0
1523464163,0
1523464163,0
1523464163,0
1523464163,0
1523464163,0
1523464163,0
1523464163,0
1523464163,0
1523464163,0
1523464163,0
1523464163,0
1523464163,0
1523464163,0
1523464163,0
1523464163,0
1523464163,0
1523464163,0
1523464163,0
1523464163,0
1523464163,0
1523464163,0
1523464164,0
1523464164,0
1523464164,0
1523464164,0
1523464164,0
1523464164,0
1523464164,0
1523464164,0
1523464164,0
1523464164,0
1523464164,0
1523464164,0
1523464164,0
1523464164,0
1523464164,0
1523464164,0
1523464164,0
1523464164,0
1523464164,0
1523464164,0
1523464164,0
1523464164,0
1523464164,0
1523464164,0
1523464164,0
1523464164,0
1523464164,0
1523464164,0
1523464164,0
1523464164,0
1523464164,0
1523464164,0
1523464164,0
1523464164,0
1523464164,0
1523464164,0
1523464164,0
1523464164,0
1523464164,0
1523464164,0
1523464164,0
1523464164,0
1523464164,0
1523464164,0
1523464164,0.222222
1523464164,0.238889
1523464164,0.255556
1523464164,0.266667
1523464164,0.277778
1523464164,0.286111
1523464165,0.294444
1523464165,0.3
1523464165,0.308333
1523464165,0.313889
1523464165,0.319444
1523464165,0.325
1523464165,0.333333
1523464165,0.336111
1523464165,0.344444
1523464165,0.352778
1523464165,0.355556
1523464165,0.363889
1523464165,0.369444
1523464165,0.372222
1523464165,0.377778
1523464165,0.383333
1523464165,0.386111
1523464165,0.388889
1523464165,0.388889
1523464165,0.391667
1523464165,0.391667
1523464165,0.391667
1523464165,0.391667
1523464165,0.391667
1523464165,0.391667
1523464165,0.388889
1523464165,0.386111
1523464165,0.383333
1523464165,0.375
1523464165,0.369444
1523464165,0.363889
1523464165,0.358333
1523464165,0.347222
1523464165,0.338889
1523464165,0.333333
1523464165,0.325
1523464165,0.313889
1523464165,0.302778
1523464165,0.291667
1523464165,0.286111
1523464165,0.275
1523464165,0
1523464165,0
1523464165,0
1523464165,0
1523464165,0
1523464165,0
1523464165,0
1523464165,0
1523464165,0
1523464166,0
1523464166,0
1523464166,0
1523464166,0
1523464166,0
1523464166,0
1523464166,0
1523464166,0
1523464166,0
1523464166,0
1523464166,0
1523464166,0
1523464166,0
1523464166,0
1523464166,0
1523464166,0
1523464166,0
1523464166,0
1523464166,0
1523464166,0
1523464166,0
1523464166,0
1523464166,0
1523464166,0
1523464166,0
1523464166,0
1523464166,0
1523464166,0
1523464166,0
1523464166,0
1523464166,0
1523464166,0
1523464166,0
1523464166,0
1523464166,0
1523464166,0
1523464166,0
1523464166,0
1523464166,0
1523464166,0
1523464166,0
1523464166,0
1523464166,0
1523464166,0
1523464166,0
1523464166,0
1523464166,0
1523464166,0
1523464166,0
1523464166,0
1523464167,0
1523464167,0
1523464167,0
1523464167,0
1523464167,0
1523464167,0
1523464167,0
1523464167,0
1523464167,0
1523464167,0
1523464167,0
1523464167,0
1523464167,0
1523464167,0
1523464167,0
1523464167,0
1523464167,0
1523464167,0
1523464167,0
1523464167,0
1523464167,0
1523464167,0
1523464167,0
1523464167,0
1523464167,0
1523464167,0
1523464167,0
1523464167,0
1523464167,0
1523464167,0
1523464167,0
1523464167,0
1523464167,0
1523464167,0
1523464167,0
1523464167,0
1523464167,0
1523464167,0
1523464167,0
1523464167,0
1523464167,0
1523464167,0
1523464167,0
1523464167,0
1523464167,0
1523464167,0
1523464167,0
1523464167,0
1523464167,0
1523464167,0
1523464168,0
1523464168,0
1523464168,0
1523464168,0
1523464168,0
1523464168,0
1523464168,0
1523464168,0
1523464168,0
1523464168,0
1523464168,0
1523464168,0
1523464168,0
1523464168,0
1523464168,0
1523464168,0
1523464168,0
1523464168,0
1523464168,0
1523464168,0
1523464168,0
1523464168,0
1523464168,0
1523464168,0
1523464168,0
1523464168,0
1523464168,0
1523464168,0
1523464168,0
1523464168,0
1523464168,0
1523464168,0
1523464168,0
1523464168,0
1523464168,0
1523464168,0
1523464168,0
1523464168,0
1523464168,0
1523464168,0
1523464168,0
1523464168,0
1523464168,0
1523464168,0
1523464168,0
1523464168,0
1523464168,0
1523464168,0
1523464168,0
1523464168,0
1523464169,0
1523464169,0
1523464169,0
1523464169,0
1523464169,0
1523464169,0
1523464169,0
1523464169,0
1523464169,0
1523464169,0
1523464169,0
1523464169,0
1523464169,0
1523464169,0
1523464169,0
1523464169,0
1523464169,0
1523464169,0
1523464169,0
1523464169,0
1523464169,0
1523464169,0
1523464169,0
1523464169,0
1523464169,0
1523464169,0
1523464169,0
1523464169,0
1523464169,0
1523464169,0
1523464169,0
1523464169,0
1523464169,0
1523464169,0
1523464169,0
1523464169,0
1523464169,0
1523464169,0
1523464169,0
1523464169,0
1523464169,0
1523464169,0
1523464169,0
1523464169,0
1523464169,0
1523464169,0
1523464169,0
1523464169,0
1523464169,0
1523464169,0
1523464170,0
1523464170,0
1523464170,0
1523464170,0
1523464170,0
1523464170,0
1523464170,0
1523464170,0
1523464170,0
1523464170,0
1523464170,0
1523464170,0
1523464170,0
1523464170,0
1523464170,0
1523464170,0
1523464170,0
1523464170,0
1523464170,0
1523464170,0
1523464170,0
1523464170,0
1523464170,0
1523464170,0
1523464170,0
1523464170,0
1523464170,0
1523464170,0
1523464170,0
1523464170,0
1523464170,0
1523464170,0
1523464170,0
1523464170,0
1523464170,0
1523464170,0
1523464170,0
1523464170,0
1523464170,0
1523464170,0
1523464170,0
1523464170,0
1523464170,0
1523464170,0
1523464170,0
1523464170,0
1523464170,0
1523464170,0
1523464170,0
1523464171,0
1523464171,0
1523464171,0
1523464171,0
1523464171,0
1523464171,0
1523464171,0
1523464171,0
1523464171,0
1523464171,0
1523464171,0
1523464171,0
1523464171,0
1523464171,0
1523464171,0
1523464171,0
1523464171,0
1523464171,0
1523464171,0
1523464171,0
1523464171,0
1523464171,0
1523464171,0
1523464171,0
1523464171,0
1523464171,0
1523464171,0
1523464171,0
1523464171,0
1523464171,0
1523464171,0
1523464171,0
1523464171,0
1523464171,0
1523464171,0
1523464171,0
1523464171,0
1523464171,0
1523464171,0
1523464171,0
1523464171,0
1523464171,0
1523464171,0
1523464171,0
1523464171,0
1523464171,0
1523464171,0
1523464171,0
1523464171,0
1523464171,0
1523464172,0
1523464172,0
1523464172,0
1523464172,0
1523464172,0
1523464172,0
